property_name,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft (₹),price (₹ Lac),floor_cleaned
"4 BHK Apartment for Sale in Happy Home Capital Greens, Vesu Surat",Carpet Area,2100.0,Resale,Ready to Move,Furnished,East,9781.0,3.31,10
3 BHK Villa for Sale in Haldharu Surat,Super Area,1500.0,Resale,Ready to Move,Unfurnished,East,11000.0,1.65,5
5 BHK Villa for Sale in Vesu Surat,Carpet Area,4500.0,Resale,Ready to Move,Unfurnished,East,5200.0,2.6,5
8 BHK  House for Sale in Parvat Patiya Surat,Super Area,4500.0,Resale,Ready to Move,Semi-Furnished,East,5556.0,2.5,2
7 BHK Villa for Sale in Sarthana Jakat Naka Surat,Super Area,6200.0,Resale,Ready to Move,Unfurnished,East,5645.0,3.5,5
"4 BHK Apartment for Sale in Rajgreen Vanilla Sky, Vesu Surat",Carpet Area,2835.0,New Property,Ready to Move,Unfurnished,West,6317.0,3.5,10
"3 BHK Apartment for Sale in The Ultima, Vesu Surat",Carpet Area,2350.0,Resale,Ready to Move,Unfurnished,West,6200.0,1.58,10
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Carpet Area,1660.0,Resale,Poss. by Jan '25,Unfurnished,East,5236.0,1.55,5
"3 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Carpet Area,1400.0,Resale,Ready to Move,Unfurnished,East,6000.0,1.59,11
5 BHK  House for Sale in Shanti Palace Surat,Super Area,128.0,Resale,Ready to Move,Semi-Furnished,East,13108.0,1.51,3
"4 BHK Apartment for Sale in Harmony, Vesu Surat",Carpet Area,2550.0,Resale,Ready to Move,Furnished,East,4700.0,1.7,5
"6 BHK Apartment for Sale in Marion Residency, Dumas Road Surat",Carpet Area,2500.0,New Property,Ready to Move,Semi-Furnished,East,5020.0,2.51,8
4 BHK  House for Sale in Adajan Surat,Carpet Area,1710.0,Resale,Ready to Move,Unfurnished,East,16082.0,2.75,1
"  Shop for Sale in Zenon, Ring Road Surat",Carpet Area,612.0,Resale,Ready to Move,Unfurnished,East,16340.0,2.0,4
 Industrial Land for Sale in Kim Char Rasta Surat,Built Area,100800.0,Resale,Ready to Move,Unfurnished,East,1488.0,15.0,5
"5 BHK Apartment for Sale in Shaligram The Emerald, Vesu Surat",Carpet Area,1800.0,Resale,Poss. by Jul '25,Unfurnished,East,5587.0,3.6,12
6 BHK  House for Sale in Jahangir Pur Surat,Super Area,3800.0,Resale,Ready to Move,Unfurnished,East,4474.0,1.7,5
"5 BHK Villa for Sale in Vatsalya Bungalows, Vesu Surat",Carpet Area,1503.0,Resale,Ready to Move,Unfurnished,East,6240.0,3.12,5
3 BHK Villa for Sale in Althan Surat,Super Area,1935.0,Resale,Ready to Move,Unfurnished,East,18088.0,3.5,5
10 BHK  House for Sale in Udhna Surat,Super Area,7000.0,Resale,Ready to Move,Unfurnished,East,4643.0,3.25,3
  Plot/Land for Sale in Akshardeep society katargam Surat,Plot Area,650.0,Resale,Ready to Move,Unfurnished,East,84769.0,5.51,5
  Plot/Land for Sale in Krishna plots Piplod surat Surat,Plot Area,4410.0,Resale,Ready to Move,Unfurnished,East,20408.0,9.0,5
4 BHK Villa for Sale in Adajan Surat,Carpet Area,1800.0,Resale,Ready to Move,Unfurnished,East,12550.0,2.51,5
"3 BHK Apartment for Sale in Blu Life, Pal Gam Surat",Super Area,2530.0,Resale,Ready to Move,Unfurnished,East,5968.0,1.51,2
2 BHK  House for Sale in Adajan Surat,Super Area,390045.0,Resale,Ready to Move,Unfurnished,East,349.0,146.33,1
  Shop for Sale in Piplod Surat,Super Area,4438.0,Resale,Ready to Move,Unfurnished,East,8000.0,3.55,2
4 BHK Villa for Sale in Udhna Surat,Super Area,1650.0,Resale,Ready to Move,Unfurnished,East,11515.0,1.9,5
  Shop for Sale in Mota Varachha Surat,Super Area,2650.0,Resale,Ready to Move,Unfurnished,East,12264.0,3.25,2
  Showroom for Sale in Ram Nagar Surat,Carpet Area,600.0,Resale,Ready to Move,Unfurnished,East,35000.0,2.1,1
  Land for Sale in Pasodara Surat,Built Area,5733.0,Resale,Ready to Move,Unfurnished,East,11512.0,6.6,5
3 BHK  House for Sale in Jahangirabad Surat,Super Area,1600.0,Resale,Ready to Move,Semi-Furnished,East,14062.0,2.25,2
"5 BHK  House for Sale in Atithi Western Oasis, Adajan Surat",Carpet Area,2700.0,Resale,Ready to Move,Unfurnished,East,6605.0,2.51,5
4 BHK Villa for Sale in Citylight Area Surat,Carpet Area,125.0,Resale,Ready to Move,Unfurnished,East,135185.0,3.65,5
3 BHK  House for Sale in tusli niketan society Surat,Carpet Area,225.0,Resale,Ready to Move,Unfurnished,East,166667.0,5.0,5
  Land for Sale in Bardoli Surat,Built Area,302400.0,Resale,Ready to Move,Unfurnished,East,177.0,10.0,5
6 BHK Villa for Sale in Varachha Surat,Super Area,208.0,Resale,Ready to Move,Unfurnished,East,18697.0,3.5,5
"  Shop for Sale in Surya Plaza, Bhatar Surat",Super Area,750.0,Resale,Ready to Move,Unfurnished,East,22800.0,1.71,2
  Shop for Sale in Varachha Main Road Surat,Super Area,1000.0,Resale,Ready to Move,Unfurnished,East,22000.0,2.2,3
5 BHK Villa for Sale in Ghod Dod Road Surat,Built Area,2565.0,Resale,Ready to Move,Unfurnished,East,19493.0,5.0,5
5 BHK  House for Sale in Gohod Dor Oad Surat,Carpet Area,2300.0,Resale,Ready to Move,Furnished,East,21740.0,4.5,1
  Office Space for Sale in Ring Road Surat,Super Area,2530.0,Resale,Ready to Move,Unfurnished,East,13834.0,3.5,1
7 BHK  House for Sale in Katargam Surat,Super Area,3500.0,Resale,Ready to Move,Semi-Furnished,East,10029.0,3.51,2
  Office Space for Sale in Station Road Surat,Carpet Area,3237.0,Resale,Ready to Move,Unfurnished,East,6179.0,2.0,7
 Industrial Building for Sale in Sachin GIDC Surat,Super Area,40.0,Resale,Ready to Move,Unfurnished,East,100928.0,4.35,5
"3 BHK Apartment for Sale in Milestone Aquatica, Dummas Road, Surat Surat",Super Area,3412.0,Resale,Ready to Move,Furnished,West,5129.0,1.75,4
6 BHK  House for Sale in Adajan Surat,Carpet Area,245.0,Resale,Ready to Move,Unfurnished,East,13379.0,2.95,2
4 BHK  House for Sale in Ring Road Surat,Carpet Area,1900.0,Resale,Ready to Move,Semi-Furnished,East,11842.0,2.25,2
4 BHK  House for Sale in Vesu Surat,Super Area,2900.0,Resale,Ready to Move,Unfurnished,East,11379.0,3.3,5
  Office Space for Sale in Galemandi Surat,Super Area,25000.0,Resale,Ready to Move,Unfurnished,East,8000.0,20.0,5
4 BHK Villa for Sale in Piplod Surat,Super Area,145.0,Resale,Ready to Move,Unfurnished,East,14943.0,1.95,5
"3 BHK Apartment for Sale in Valencia Apartments, Vesu Surat",Super Area,4500.0,Resale,Ready to Move,Unfurnished,East,6889.0,3.1,10
 Industrial Shed for Sale in Khatodra Wadi Surat,Super Area,1008.0,Resale,Ready to Move,Unfurnished,East,24802.0,2.5,5
4 BHK  House for Sale in Rander Road Surat,Carpet Area,131.0,Resale,Ready to Move,Unfurnished,East,152672.0,2.0,2
"4 BHK Apartment for Sale in Shreepad Anantta, Pal Surat",Super Area,3740.0,Resale,Ready to Move,Semi-Furnished,East,7219.0,2.7,8
4 BHK  House for Sale in Piplod Surat,Carpet Area,3200.0,Resale,Ready to Move,Unfurnished,East,7746.0,2.75,5
4 BHK  House for Sale in Katargam Surat,Carpet Area,2600.0,Resale,Ready to Move,Unfurnished,East,10000.0,1.75,1
5 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500.0,Resale,Ready to Move,Unfurnished,East,19444.0,7.0,5
5 BHK Villa for Sale in Adajan Surat,Carpet Area,1300.0,Resale,Ready to Move,Unfurnished,East,6875.0,2.2,5
4 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500.0,Resale,Ready to Move,Unfurnished,West,19444.0,7.0,5
  Plot/Land for Sale in Dumas Road Surat,Plot Area,7650.0,Resale,Ready to Move,Unfurnished,East,3556.0,2.72,5
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3450.0,Resale,Poss. by Dec '26,Unfurnished,East,4750.0,1.63,5
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5225.0,Resale,Poss. by Jan '25,Unfurnished,East,7100.0,3.7,5
3 BHK Apartment for Sale in Vesu Surat,Super Area,2700.0,New Property,Poss. by Dec '27,Unfurnished,East,6351.0,1.71,5
4 BHK Apartment for Sale in Pal Surat,Super Area,3770.0,New Property,Poss. by Apr '26,Unfurnished,East,5850.0,2.2,9
3 BHK Apartment for Sale in Vesu Surat,Super Area,2550.0,New Property,Poss. by Dec '24,Unfurnished,East,6500.0,1.65,6
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,2034.0,New Property,Poss. by Aug '25,Unfurnished,East,5000.0,2.26,4
5 BHK Apartment for Sale in Piplod Surat,Super Area,11250.0,New Property,Poss. by Jan '26,Unfurnished,East,12444.0,14.0,4
5 BHK Penthouse for Sale in Vesu Surat,Super Area,8000.0,New Property,Poss. by Apr '25,Unfurnished,East,6301.0,5.04,11
  Office Space for Sale in Pal Surat,Carpet Area,2737.0,New Property,Ready to Move,Unfurnished,East,4499.0,2.46,9
4 BHK Apartment for Sale in Pal Surat,Super Area,3751.0,New Property,Poss. by Dec '26,Unfurnished,East,6500.0,2.43,5
"  Office Space for Sale in Vesu Point, Vesu Surat",Carpet Area,6300.0,Resale,Ready to Move,Unfurnished,East,7500.0,7.5,8
4 BHK Apartment for Sale in Vesu Surat,Super Area,3047.0,New Property,Poss. by Jul '24,Unfurnished,East,6111.0,1.86,9
4 BHK Apartment for Sale in Pal Surat,Super Area,3250.0,New Property,Poss. by Aug '26,Unfurnished,East,4677.0,1.52,5
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,2681.0,Resale,Poss. by Jun '25,Unfurnished,East,5700.0,2.77,5
"6 BHK Penthouse for Sale in Surya Signature, Vesu Surat",Super Area,5800.0,New Property,Poss. by Dec '25,Unfurnished,East,9500.0,5.51,5
5 BHK Apartment for Sale in Piplod Surat,Super Area,5348.0,New Property,Ready to Move,Unfurnished,East,8807.0,4.71,7
4 BHK Apartment for Sale in Vesu Surat,Super Area,2915.0,New Property,Poss. by Mar '25,Unfurnished,East,5454.0,1.58,5
  Showroom for Sale in parle point main road touch Surat,Super Area,6500.0,Resale,Ready to Move,Unfurnished,East,23077.0,15.0,2
3 BHK Apartment for Sale in Vesu Surat,Super Area,2493.0,New Property,Poss. by Dec '25,Unfurnished,East,6570.0,1.63,8
  Office Space for Sale in Vesu Surat,Carpet Area,1205.0,Resale,Ready to Move,Unfurnished,East,7000.0,1.68,2
  Plot/Land for Sale in Pal Surat,Plot Area,305.0,Resale,Ready to Move,Unfurnished,East,152459.0,4.65,5
4 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,1917.0,Resale,Ready to Move,Unfurnished,East,6000.0,1.77,5
  Plot/Land for Sale in Piplod Surat,Plot Area,1800.0,Resale,Ready to Move,Unfurnished,East,16111.0,2.9,5
4 BHK Apartment for Sale in Pal Surat,Super Area,3259.0,New Property,Poss. by Mar '25,Unfurnished,East,4750.0,1.54,6
4 BHK Apartment for Sale in Pal Surat,Super Area,3800.0,New Property,Poss. by Oct '25,Unfurnished,East,5105.0,1.94,9
  Plot/Land for Sale in Vesu Surat,Plot Area,1602.0,Resale,Ready to Move,Unfurnished,East,15000.0,2.4,5
  Plot/Land for Sale in Adajan Surat,Plot Area,5400.0,Resale,Ready to Move,Unfurnished,East,13889.0,7.5,5
5 BHK Villa for Sale in Jahangirabad Surat,Super Area,170.0,Resale,Ready to Move,Unfurnished,East,10784.0,1.65,5
4 BHK  House for Sale in Adajan Surat,Super Area,200.0,Resale,Ready to Move,Semi-Furnished,East,12500.0,2.25,2
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,3636.0,New Property,Ready to Move,Unfurnished,East,6491.0,2.36,6
8 BHK Villa for Sale in Kalpana soc Surat,Carpet Area,315.0,Resale,Ready to Move,Unfurnished,East,13228.0,3.75,5
"6 BHK Penthouse for Sale in Gokul platinium, vesu, surat Surat",Super Area,6130.0,Resale,Ready to Move,Unfurnished,East,4486.0,2.75,11
4 BHK Apartment for Sale in Vesu Surat,Super Area,3325.0,New Property,Poss. by Sep '25,Unfurnished,East,6111.0,2.03,8
"5 BHK Apartment for Sale in Casa Rivera, Adajan Surat",Carpet Area,3500.0,Resale,Ready to Move,Unfurnished,East,7433.0,3.75,9
"3 BHK Apartment for Sale in Vesu Point, Vesu Surat",Carpet Area,3000.0,New Property,Poss. by Jan '25,Unfurnished,East,4700.0,2.0,4
3 BHK Apartment for Sale in Vesu Surat,Super Area,2538.0,New Property,Poss. by Jan '27,Unfurnished,East,6309.0,1.6,5
"4 BHK Apartment for Sale in Prestige manor, Pal Surat",Carpet Area,2000.0,Resale,Ready to Move,Unfurnished,East,5491.0,1.84,5
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,3200.0,Resale,Ready to Move,Unfurnished,East,5938.0,1.9,5
"3 BHK Apartment for Sale in Aarambh, Vesu Surat",Super Area,2705.0,New Property,Poss. by Jun '24,Unfurnished,East,6026.0,1.63,7
  Plot/Land for Sale in Parley Point Surat,Plot Area,4581.0,Resale,Ready to Move,Unfurnished,East,13752.0,6.3,5
"4 BHK Penthouse for Sale in Sangini Epitome, Bhatha Surat",Super Area,4304.0,Resale,Poss. by Dec '26,Unfurnished,East,4750.0,2.04,5
"5 BHK Penthouse for Sale in Surya Signature, Vesu Surat",Super Area,8000.0,Resale,Poss. by Jan '25,Unfurnished,East,9000.0,7.2,5
4 BHK Apartment for Sale in Vesu Surat,Super Area,5000.0,New Property,Poss. by Jun '27,Unfurnished,East,7000.0,3.5,5
5 BHK Penthouse for Sale in Pal Surat,Super Area,6400.0,New Property,Poss. by Jun '26,Unfurnished,East,6301.0,4.03,18
3 BHK Apartment for Sale in Vesu Surat,Super Area,2750.0,New Property,Poss. by Jan '25,Unfurnished,East,6300.0,1.73,5
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,2040.0,New Property,Poss. by Aug '25,Unfurnished,East,5000.0,2.26,3
5 BHK  House for Sale in Pal Surat,Carpet Area,800.0,Resale,Ready to Move,Unfurnished,East,2716.0,2.2,2
4 BHK Apartment for Sale in New citylight Surat,Super Area,4900.0,New Property,Poss. by Jan '25,Unfurnished,East,6300.0,3.08,7
  Office Space for Sale in Adajan Surat,Carpet Area,2737.0,New Property,Ready to Move,Unfurnished,East,4280.0,2.46,4
4 BHK Apartment for Sale in Pal Surat,Super Area,4500.0,New Property,Poss. by Dec '26,Unfurnished,East,6500.0,2.92,6
5 BHK Apartment for Sale in Vesu Surat,Carpet Area,2724.0,New Property,Poss. by Dec '25,Unfurnished,East,6885.0,3.53,9
3 BHK Apartment for Sale in Rander Road Surat,Carpet Area,1238.0,New Property,Poss. by Mar '27,Unfurnished,East,7200.0,1.62,10
5 BHK Apartment for Sale in Vesu Surat,Carpet Area,3120.0,Resale,Poss. by Jun '25,Unfurnished,East,5700.0,3.23,5
3 BHK Apartment for Sale in Vesu Surat,Super Area,2780.0,New Property,Ready to Move,Unfurnished,East,6000.0,1.66,5
"5 BHK Apartment for Sale in Rajhans Altezza, Vesu Surat",Super Area,5900.0,New Property,Poss. by Mar '25,Unfurnished,East,6898.0,4.07,7
  Office Space for Sale in Piplod Surat,Super Area,3528.0,New Property,Ready to Move,Unfurnished,East,8503.0,3.0,6
  Plot/Land for Sale in vk farm dumas Surat,Plot Area,4500.0,Resale,Ready to Move,Unfurnished,East,6111.0,2.75,5
3 BHK Apartment for Sale in Vesu Surat,Super Area,2536.0,New Property,Poss. by Nov '26,Unfurnished,East,6309.0,1.59,6
4 BHK Villa for Sale in Ghod Dod Road Surat,Super Area,400.0,Resale,Ready to Move,Unfurnished,East,18889.0,6.8,5
  Plot/Land for Sale in Adajan Surat,Plot Area,304.0,Resale,Ready to Move,Unfurnished,East,110197.0,3.35,5
4 BHK Apartment for Sale in Piplod Surat,Carpet Area,2085.0,New Property,Poss. by Jan '26,Unfurnished,East,8494.0,3.22,19
6 BHK Penthouse for Sale in Vesu Surat,Carpet Area,4070.0,New Property,Ready to Move,Unfurnished,East,7500.0,5.55,12
4 BHK Apartment for Sale in Vesu Surat,Super Area,3100.0,New Property,Poss. by Nov '25,Unfurnished,East,5871.0,1.82,5
  Plot/Land for Sale in Ghod Dod Road Surat,Plot Area,1665.0,Resale,Ready to Move,Unfurnished,East,15556.0,2.59,5
4 BHK Villa for Sale in Pal Surat,Super Area,150.0,Resale,Ready to Move,Unfurnished,East,22222.0,3.0,5
4 BHK  House for Sale in Jahangirabad Surat,Super Area,149.0,Resale,Ready to Move,Unfurnished,East,11559.0,1.55,3
4 BHK Apartment for Sale in the ultima Surat,Carpet Area,1870.0,New Property,Ready to Move,Unfurnished,East,6111.0,2.07,6
3 BHK  House for Sale in Adajan Surat,Carpet Area,3600.0,Resale,Ready to Move,Furnished,East,4700.0,2.7,1
3 BHK Apartment for Sale in Piplod Surat,Super Area,2500.0,New Property,Ready to Move,Unfurnished,East,6500.0,1.62,7
5 BHK Apartment for Sale in Pal Surat,Carpet Area,3750.0,Resale,Ready to Move,Unfurnished,East,5644.0,2.51,4
"3 BHK Apartment for Sale in Milestone Elitus, Vesu Surat",Carpet Area,1418.0,New Property,Poss. by Jun '25,Unfurnished,East,5857.0,1.51,5
"5 BHK Apartment for Sale in Rajgreen Vanilla Sky, Vesu Surat",Carpet Area,3950.0,Resale,Ready to Move,Unfurnished,East,7400.0,5.25,10
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Super Area,3200.0,Resale,Poss. by May '25,Unfurnished,East,5500.0,1.76,3
"4 BHK Apartment for Sale in Vesu Point, Vesu Surat",Carpet Area,1900.0,New Property,Ready to Move,Unfurnished,East,5500.0,1.88,10
"5 BHK Penthouse for Sale in Sangini Epitome, Bhatha Surat",Super Area,5400.0,Resale,Poss. by Dec '26,Unfurnished,East,4750.0,2.56,5
"6 BHK Penthouse for Sale in Surya Signature, Vesu Surat",Super Area,10250.0,Resale,Poss. by Jan '25,Unfurnished,East,9000.0,9.22,5
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,New Property,Poss. by Dec '24,Unfurnished,East,7200.0,2.88,5
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,New Property,Poss. by Dec '24,Unfurnished,East,7000.0,2.8,7
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,1966.0,New Property,Poss. by Aug '25,Unfurnished,West,5000.0,2.18,5
4 BHK Apartment for Sale in Pal Road Surat,Super Area,3800.0,Resale,Poss. by May '26,Unfurnished,East,4868.0,1.85,5
5 BHK Apartment for Sale in New citylight Surat,Super Area,6300.0,New Property,Poss. by Apr '25,Unfurnished,East,6300.0,3.96,6
3 BHK Apartment for Sale in VIP Road Surat,Super Area,2250.0,New Property,Ready to Move,Unfurnished,East,6711.0,1.51,9
5 BHK Apartment for Sale in Pal Surat,Super Area,5700.0,New Property,Poss. by Oct '26,Unfurnished,East,7000.0,3.99,5
4 BHK Apartment for Sale in Vesu Canal Road Surat,Super Area,5460.0,Resale,Ready to Move,Furnished,East,8242.0,4.5,2
4 BHK Apartment for Sale in Vesu Surat,Super Area,3373.0,New Property,Ready to Move,Unfurnished,East,5752.0,1.94,5
4 BHK Penthouse for Sale in Pal Surat,Carpet Area,1830.0,Resale,Ready to Move,Unfurnished,East,4848.0,2.21,5
4 BHK Apartment for Sale in Vesu Surat,Carpet Area,1925.0,New Property,Ready to Move,Unfurnished,East,6000.0,2.1,5
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,3800.0,New Property,Poss. by Aug '24,Unfurnished,West,5289.0,2.01,7
4 BHK Apartment for Sale in Vesu Surat,Super Area,2913.0,New Property,Poss. by Mar '25,Unfurnished,East,5454.0,1.58,5
5 BHK Apartment for Sale in Vesu Canal Road Surat,Super Area,6404.0,New Property,Poss. by Sep '25,Unfurnished,East,7800.0,4.99,16
  Shop for Sale in Parley Point Surat,Carpet Area,1100.0,Resale,Ready to Move,Unfurnished,East,27364.0,3.01,10
5 BHK Villa for Sale in Pal Surat,Super Area,155.0,Resale,Ready to Move,Unfurnished,East,21505.0,3.0,5
4 BHK Apartment for Sale in Piplod Surat,Carpet Area,2085.0,New Property,Poss. by Dec '24,Unfurnished,East,8599.0,3.26,17
4 BHK Penthouse for Sale in VIP Road Surat,Carpet Area,2000.0,New Property,Ready to Move,Unfurnished,East,7500.0,3.0,7
"4 BHK Apartment for Sale in Baghban The Lifestyle, Pal Surat",Super Area,3600.0,New Property,Poss. by Oct '24,Unfurnished,East,5600.0,2.01,7
  Plot/Land for Sale in Ghod Dod Road Surat,Plot Area,6300.0,Resale,Ready to Move,Unfurnished,East,18333.0,11.55,5
4 BHK  House for Sale in Jahangirabad Surat,Super Area,184.0,Resale,Ready to Move,Semi-Furnished,East,9118.0,1.51,3
"4 BHK Apartment for Sale in Atlanta Eliza, Vesu Surat",Carpet Area,2248.0,New Property,Ready to Move,Unfurnished,East,7791.0,3.23,10
5 BHK Villa for Sale in Anand Mahal Road Surat,Carpet Area,3000.0,Resale,Ready to Move,Unfurnished,North,18519.0,2.5,5
4 BHK Apartment for Sale in Vesu Surat,Super Area,2831.0,New Property,Poss. by Dec '24,Unfurnished,East,5334.0,1.51,8
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2500.0,Resale,Ready to Move,Unfurnished,East,5687.0,2.17,5
"4 BHK Apartment for Sale in Glorina World, Vesu Surat",Super Area,3420.0,New Property,Ready to Move,Unfurnished,South,5191.0,1.77,7
"5 BHK Apartment for Sale in Veer Supremus, Pal Surat",Super Area,4378.0,Resale,Poss. by Jul '24,Unfurnished,East,5733.0,2.51,6
"4 BHK Apartment for Sale in aventis ofira, Vesu Surat",Super Area,3882.0,Resale,Ready to Move,Semi-Furnished,East,6981.0,2.71,5
"4 BHK Apartment for Sale in Vesu Point, Vesu Surat",Carpet Area,1750.0,New Property,Ready to Move,Unfurnished,East,5500.0,1.73,9
"5 BHK Penthouse for Sale in Sangini Epitome, Bhatha Surat",Super Area,5600.0,Resale,Poss. by Dec '26,Unfurnished,East,4750.0,2.66,5
"5 BHK Builder Floor for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,5700.0,Resale,Ready to Move,Unfurnished,East,6500.0,3.7,5
3 BHK Apartment for Sale in Vesu Surat,Super Area,2500.0,New Property,Poss. by Apr '25,Unfurnished,East,6111.0,1.52,6
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5124.0,New Property,Poss. by Oct '24,Unfurnished,East,7100.0,3.63,6
4 BHK Apartment for Sale in Vesu Surat,Super Area,3800.0,New Property,Poss. by Mar '25,Unfurnished,East,6000.0,2.28,6
5 BHK Penthouse for Sale in Pal Surat,Super Area,4370.0,New Property,Poss. by May '27,Unfurnished,East,6178.0,2.7,20
