property_name,areaWithType,square_feet,transaction,status,furnishing,facing,price_per_sqft (₹),price (₹ Lac),floor_cleaned
"4 BHK  House for Sale in Sangini Swaraj, Jahangir Pura Surat",Carpet Area,91.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.41,5
"3 BHK Apartment for Sale in Sangini Residency, Athwa Surat",Carpet Area,1500.0,Resale,Ready to Move,Unfurnished,East,5130.0,1.18,5
"3 BHK Apartment for Sale in Swapnabhoomi, Vesu Surat",Super Area,2152.0,Resale,Ready to Move,Furnished,North,6738.0,1.45,3
"3 BHK Apartment for Sale in Swapnabhoomi, Vesu Surat",Carpet Area,1080.0,New Property,Ready to Move,Unfurnished,East,5100.0,1.0,6
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,2432.0,New Property,Ready to Move,Unfurnished,East,5481.0,1.33,7
4 BHK Apartment for Sale in Bhimrad Surat,Carpet Area,1500.0,Resale,Ready to Move,Unfurnished,East,4800.0,1.3,5
"3 BHK Apartment for Sale in Sky Superia, VIP Road Surat",Carpet Area,1309.0,New Property,Ready to Move,Unfurnished,East,5600.0,1.33,15
"3 BHK Apartment for Sale in sangini vedanta, Vesu Surat",Super Area,2250.0,New Property,Ready to Move,Unfurnished,East,6500.0,1.46,5
"4 BHK Apartment for Sale in Acacia, Vesu Surat",Carpet Area,1595.0,New Property,Poss. by Apr '25,Unfurnished,East,4690.0,1.36,8
"3 BHK Apartment for Sale in Avadh Habitat, Dumas Road Surat",Carpet Area,1281.0,New Property,Poss. by Dec '24,Unfurnished,East,4483.0,1.04,5
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1616.0,Resale,Poss. by Dec '26,Unfurnished,East,4700.0,1.38,5
"3 BHK Apartment for Sale in Pramukh Revanta, Vesu Surat",Carpet Area,1320.0,Resale,Poss. by Jan '25,Unfurnished,East,5200.0,1.24,7
"4 BHK Apartment for Sale in Acacia, Vesu Surat",Super Area,2900.0,New Property,Poss. by Apr '25,Unfurnished,East,4690.0,1.36,8
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1323.0,Resale,Poss. by May '25,Unfurnished,East,4650.0,1.02,5
"3 BHK Apartment for Sale in Raghuvir Satva, Vesu Surat",Carpet Area,1045.0,New Property,Ready to Move,Unfurnished,East,5579.0,1.06,5
"3 BHK Apartment for Sale in Freedom Tower, Vesu Surat",Super Area,2433.0,New Property,Ready to Move,Unfurnished,East,5931.0,1.44,5
4 BHK Apartment for Sale in Pal Surat,Carpet Area,1740.0,Resale,Poss. by May '25,Unfurnished,East,4650.0,1.34,5
"3 BHK Apartment for Sale in Glorina World, Vesu Surat",Carpet Area,1374.0,New Property,Ready to Move,Unfurnished,East,5400.0,1.35,7
3 BHK Apartment for Sale in Pal Surat,Carpet Area,1261.0,Resale,Ready to Move,Unfurnished,East,6060.0,1.35,5
"3 BHK Apartment for Sale in Surya Darshan, Citylight Area Surat",Carpet Area,1410.0,Resale,Ready to Move,Unfurnished,East,5458.0,1.31,7
"4 BHK Apartment for Sale in Raghuvir Spectrum, Vesu Surat",Carpet Area,1320.0,New Property,Ready to Move,Unfurnished,East,5000.0,1.2,8
"3 BHK Apartment for Sale in Greenopolis, Vesu Surat",Carpet Area,1422.0,New Property,Ready to Move,Unfurnished,East,5493.0,1.42,7
"3 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Carpet Area,1158.0,New Property,Ready to Move,Unfurnished,East,5701.0,1.2,10
"3 BHK Apartment for Sale in Atmosphere Green, Vesu Surat",Carpet Area,1293.0,New Property,Ready to Move,Unfurnished,East,5574.0,1.31,6
"3 BHK Apartment for Sale in Milestone Spiti, Vesu Surat",Carpet Area,1102.0,Resale,Ready to Move,Unfurnished,East,5387.0,1.08,6
"4 BHK Penthouse for Sale in Sattvam, Pal Surat",Super Area,5000.0,Resale,Poss. by Mar '25,Unfurnished,East,4600.0,2.3,5
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3250.0,Resale,Poss. by Dec '26,Unfurnished,East,4750.0,1.54,5
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,Resale,Poss. by Jan '25,Unfurnished,East,7100.0,2.84,5
3 BHK Apartment for Sale in Vesu Surat,Super Area,2440.0,New Property,Poss. by Feb '26,Unfurnished,East,6336.0,1.54,5
4 BHK Penthouse for Sale in Pal Surat,Super Area,3970.0,New Property,Poss. by Jul '26,Unfurnished,East,6348.0,2.52,18
4 BHK Apartment for Sale in Dumas Road Surat,Carpet Area,1978.0,New Property,Poss. by Aug '25,Unfurnished,East,5000.0,2.19,7
5 BHK  House for Sale in Ghod Dod Road Surat,Super Area,400.0,Resale,Ready to Move,Unfurnished,East,19444.0,7.0,2
4 BHK Apartment for Sale in Vesu Surat,Super Area,4452.0,New Property,Poss. by Jan '25,Unfurnished,East,6300.0,2.8,6
  Showroom for Sale in Vesu Surat,Super Area,1820.0,New Property,Poss. by Jul '25,Unfurnished,East,19000.0,3.45,10
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2100.0,New Property,Poss. by Dec '25,Unfurnished,East,4750.0,1.8,4
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3250.0,New Property,Poss. by Dec '26,Unfurnished,East,4751.0,1.54,3
"4 BHK Apartment for Sale in Sangini Epitome, Bhatha Surat",Super Area,3415.0,New Property,Poss. by Jun '26,Unfurnished,East,4751.0,1.62,5
  Office Space for Sale in Sagrampura Surat,Super Area,1470.0,Resale,Ready to Move,Unfurnished,East,13605.0,2.0,8
3 BHK  House for Sale in Choksi Wadi Surat,Carpet Area,1500.0,Resale,Ready to Move,Unfurnished,East,4700.0,2.25,1
  Office Space for Sale in Vesu Surat,Carpet Area,6300.0,Resale,Ready to Move,Unfurnished,East,7500.0,7.5,8
3 BHK  House for Sale in Adajan Surat,Carpet Area,1500.0,New Property,Ready to Move,Furnished,East,11333.0,1.7,1
 Industrial Land for Sale in Pipodara Surat,Built Area,315200.0,Resale,Ready to Move,Unfurnished,East,63.0,2.0,5
  Shop for Sale in Ring Road Surat,Carpet Area,680.0,Resale,Ready to Move,Unfurnished,East,147059.0,10.0,1
4 BHK Apartment for Sale in Vesu Surat,Super Area,3513.0,Resale,Ready to Move,Unfurnished,East,7051.0,2.47,5
4 BHK Villa for Sale in Adajan Surat,Carpet Area,1620.0,Resale,Ready to Move,Unfurnished,East,4700.0,1.7,5
3 BHK Apartment for Sale in Vesu Surat,Super Area,2536.0,New Property,Poss. by Dec '25,Unfurnished,East,6309.0,1.6,9
4 BHK Apartment for Sale in Vesu Surat,Super Area,3100.0,New Property,Poss. by Aug '25,Unfurnished,East,6452.0,2.0,10
3 BHK Apartment for Sale in Vesu Surat,Carpet Area,1490.0,Resale,Ready to Move,Unfurnished,East,5700.0,1.54,5
5 BHK Villa for Sale in Palanpur Surat,Carpet Area,2500.0,Resale,Ready to Move,Unfurnished,East,4714.0,1.65,5
"5 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,5000.0,New Property,Poss. by Dec '25,Unfurnished,East,7000.0,3.5,7
"4 BHK Apartment for Sale in Surya Signature, Vesu Surat",Super Area,4000.0,New Property,Poss. by Mar '26,Unfurnished,East,7125.0,2.85,11
4 BHK Villa for Sale in Madhav park Surat,Carpet Area,233.0,Resale,Ready to Move,Unfurnished,East,17406.0,3.65,5
5 BHK Villa for Sale in Palanpur Surat,Carpet Area,3500.0,Resale,Ready to Move,Unfurnished,East,4857.0,1.7,5
5 BHK Apartment for Sale in Piplod Surat,Super Area,11250.0,New Property,Poss. by Jan '26,Unfurnished,East,11500.0,12.93,9
3 BHK Apartment for Sale in Vesu Surat,Super Area,2493.0,New Property,Poss. by Sep '25,Unfurnished,East,6570.0,1.63,5
6 BHK  House for Sale in Piplod Surat,Super Area,6000.0,Resale,Ready to Move,Unfurnished,East,9167.0,5.5,2
"4 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,3636.0,New Property,Ready to Move,Unfurnished,East,7200.0,2.61,4
4 BHK Villa for Sale in Piplod Surat,Carpet Area,2000.0,Resale,Ready to Move,Unfurnished,East,19753.0,3.2,5
4 BHK  House for Sale in Adajan Surat,Super Area,112.0,Resale,Ready to Move,Unfurnished,East,15972.0,1.61,1
4 BHK Apartment for Sale in Althan Surat,Super Area,3087.0,New Property,Poss. by Dec '25,Unfurnished,East,5591.0,1.72,1
4 BHK Apartment for Sale in Vesu Canal Road Surat,Super Area,3700.0,New Property,Ready to Move,Furnished,East,10811.0,4.0,5
4 BHK  House for Sale in Piplod Surat,Super Area,583.0,Resale,Ready to Move,Furnished,East,17153.0,9.0,1
5 BHK Penthouse for Sale in VIP Road Surat,Carpet Area,2900.0,New Property,Poss. by Oct '24,Unfurnished,East,9500.0,5.51,17
5 BHK Apartment for Sale in Piplod Surat,Super Area,5000.0,New Property,Poss. by Aug '25,Unfurnished,East,10000.0,5.0,7
4 BHK Apartment for Sale in Pal Surat,Super Area,3240.0,New Property,Poss. by Oct '25,Unfurnished,East,5185.0,1.68,11
4 BHK Apartment for Sale in Pal Surat,Super Area,3294.0,New Property,Poss. by Jan '26,Unfurnished,East,4948.0,1.63,10
5 BHK  House for Sale in New citylight Surat,Carpet Area,145.0,Resale,Ready to Move,Unfurnished,East,4700.0,3.65,5
  Plot/Land for Sale in Adajan Surat,Plot Area,2250.0,Resale,Ready to Move,Unfurnished,East,15156.0,3.41,5
5 BHK Villa for Sale in Palanpur Surat,Super Area,151.0,Resale,Ready to Move,Unfurnished,East,18469.0,2.51,5
4 BHK  House for Sale in gaurav path road Surat,Super Area,105.0,Resale,Ready to Move,Unfurnished,East,15979.0,1.51,5
"5 BHK Apartment for Sale in Raghuvir Silverstone, Vesu Surat",Super Area,4351.0,New Property,Ready to Move,Unfurnished,East,6500.0,2.82,6
4 BHK  House for Sale in Athawa Lines Surat,Carpet Area,3000.0,Resale,Ready to Move,Unfurnished,East,12222.0,1.98,1
5 BHK Villa for Sale in Bhatar Surat,Carpet Area,345.0,Resale,Ready to Move,Unfurnished,East,12500.0,5.0,5
4 BHK  House for Sale in Adajan Surat,Super Area,2100.0,New Property,Ready to Move,Unfurnished,West,11952.0,2.51,2
 Industrial Building for Sale in Palsana Surat,Super Area,21000.0,Resale,Ready to Move,Unfurnished,East,1624.0,3.41,5
4 BHK  House for Sale in Parley Point Surat,Carpet Area,160.0,Resale,Ready to Move,Furnished,East,14583.0,2.1,2
3 BHK Villa for Sale in Vesu Surat,Carpet Area,1200.0,Resale,Ready to Move,Unfurnished,East,14438.0,2.3,5
5 BHK  House for Sale in Ghod Dod Road Surat,Carpet Area,255.0,Resale,Ready to Move,Unfurnished,East,10857.0,2.98,1
  Plot/Land for Sale in Olpad Surat,Plot Area,6525.0,Resale,Ready to Move,Unfurnished,East,2759.0,1.8,5
6 BHK  House for Sale in Trikamnagar 1 Surat,Carpet Area,3400.0,Resale,Ready to Move,Unfurnished,East,16026.0,6.0,5
5 BHK  House for Sale in Kim Surat,Carpet Area,5400.0,Resale,Ready to Move,Unfurnished,North,9259.0,5.0,2
4 BHK  House for Sale in Parley Point Surat,Carpet Area,330.0,Resale,Ready to Move,Unfurnished,East,4700.0,7.5,5
6 BHK Penthouse for Sale in Vesu Surat,Super Area,6130.0,Resale,Ready to Move,Unfurnished,Main Road,4649.0,2.85,11
  Showroom for Sale in Adajan Surat,Carpet Area,1333.0,Resale,Ready to Move,Unfurnished,East,12003.0,1.6,1
4 BHK  House for Sale in Ghod Dod Road Surat,Super Area,1675.0,Resale,Ready to Move,Unfurnished,East,29851.0,5.0,5
5 BHK Villa for Sale in 39 Surat,Super Area,577.0,Resale,Ready to Move,Unfurnished,East,14443.0,7.5,5
  Showroom for Sale in Chauta Bazar Surat,Super Area,4000.0,Resale,Ready to Move,Unfurnished,East,10000.0,4.0,4
 Industrial Land for Sale in Palsana Surat,Built Area,2000.0,Resale,Ready to Move,Unfurnished,East,15000.0,3.0,5
5 BHK Villa for Sale in Varachha Surat,Super Area,206.0,Resale,Ready to Move,Unfurnished,East,18878.0,3.5,5
  Office Space for Sale in Majura Gate Surat,Super Area,1840.0,Resale,Ready to Move,Unfurnished,East,9000.0,1.65,3
  Plot/Land for Sale in Vesu Surat,Plot Area,1530.0,Resale,Ready to Move,Unfurnished,East,14706.0,2.25,3
  Plot/Land for Sale in Udhana Surat,Plot Area,3000.0,New Property,Ready to Move,Unfurnished,East,11000.0,3.3,5
 Industrial Land for Sale in hojiwala indrustrial estate Surat,Built Area,16280.0,Resale,Ready to Move,Unfurnished,East,3994.0,6.5,5
4 BHK Apartment for Sale in Piplod Surat,Super Area,3900.0,Resale,Ready to Move,Semi-Furnished,East,6000.0,2.34,7
3 BHK  House for Sale in Adajan Surat,Super Area,1800.0,Resale,Ready to Move,Unfurnished,East,9444.0,1.7,5
4 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,2400.0,Resale,Poss. by Aug '26,Unfurnished,North,6494.0,2.76,9
  Plot/Land for Sale in Surat City Surat,Plot Area,4950.0,Resale,Ready to Move,Unfurnished,East,15152.0,7.5,5
 Industrial Land for Sale in Sachin GIDC Surat,Built Area,49960.0,Resale,Ready to Move,Unfurnished,East,723.0,3.61,5
  Showroom for Sale in Mahidhar Pura Surat,Carpet Area,2200.0,Resale,Ready to Move,Unfurnished,East,9591.0,2.11,4
"5 BHK Apartment for Sale in Casa Rivera, Adajan Surat",Carpet Area,4150.0,Resale,Ready to Move,Unfurnished,East,8264.0,4.99,9
"4 BHK Apartment for Sale in Sangini Aura, Pal Surat",Super Area,3200.0,New Property,Poss. by Dec '24,Unfurnished,East,5500.0,1.76,7
3 BHK Apartment for Sale in Vesu Canal Road Surat,Carpet Area,3000.0,New Property,Poss. by Jan '25,Unfurnished,East,4700.0,2.0,3
4 BHK Apartment for Sale in The Atlantis Surat,Carpet Area,2800.0,Resale,Ready to Move,Unfurnished,South,5161.0,2.4,2
4 BHK  House for Sale in Parle Point Surat,Super Area,8000.0,Resale,Ready to Move,Furnished,South,10625.0,8.5,2
4 BHK  House for Sale in Vesu Surat,Carpet Area,190.0,Resale,Ready to Move,Semi-Furnished,East,4700.0,3.0,2
5 BHK  House for Sale in Gopi Pura Surat,Carpet Area,422.0,Resale,Ready to Move,Semi-Furnished,East,13823.0,5.25,3
  Land for Sale in Palanpur Surat,Built Area,61000.0,Resale,Ready to Move,Unfurnished,East,328.0,2.0,5
"5 BHK Apartment for Sale in Expressions, Vesu Surat",Carpet Area,3300.0,Resale,Ready to Move,Furnished,East,6833.0,4.1,6
"4 BHK Apartment for Sale in Milestone Regalia, Vesu Surat",Carpet Area,1807.0,New Property,Poss. by Sep '24,Unfurnished,East,5753.0,1.89,4
5 BHK Villa for Sale in Palanpur Patia Surat,Super Area,2264.0,Resale,Ready to Move,Unfurnished,East,11042.0,2.5,5
4 BHK  House for Sale in Adajan Patiya Surat,Carpet Area,283.0,Resale,Ready to Move,Furnished,East,4700.0,2.83,2
"5 BHK  House for Sale in Atithi Western Oasis, Adajan Surat",Carpet Area,3280.0,Resale,Ready to Move,Unfurnished,East,7652.0,2.51,1
  Plot/Land for Sale in Umra Surat,Plot Area,1980.0,Resale,Ready to Move,Unfurnished,East,11111.0,2.2,2
  Showroom for Sale in Bardoli Surat,Super Area,2150.0,Resale,Ready to Move,Unfurnished,East,13953.0,3.0,1
6 BHK  House for Sale in Sarthana Jakat Naka Surat,Carpet Area,6200.0,New Property,Ready to Move,Furnished,East,5645.0,3.5,3
"4 BHK Apartment for Sale in Green Hills, Adajan Surat",Carpet Area,1860.0,Resale,Ready to Move,Furnished,East,7824.0,2.51,4
"5 BHK Apartment for Sale in Avantis Ofira Posh, Bharthana Surat",Carpet Area,3200.0,Resale,Ready to Move,Unfurnished,East,6123.0,3.49,9
"4 BHK Villa for Sale in Someshwara Enclave, Vesu Surat",Carpet Area,225.0,Resale,Ready to Move,Unfurnished,East,4700.0,3.33,5
 Industrial Shed for Sale in Frozen food manufacturing unit Surat,Super Area,10000.0,Resale,Ready to Move,Unfurnished,East,1719.0,18.5,5
  Shop for Sale in VIP Road Surat,Super Area,3500.0,Resale,Ready to Move,Unfurnished,East,6500.0,2.27,2
  Showroom for Sale in Piplod Surat,Super Area,27375.0,Resale,Ready to Move,Unfurnished,East,11507.0,31.5,8
"  Shop for Sale in Galaxy Enclave, Pal Surat",Carpet Area,1700.0,Resale,Ready to Move,Unfurnished,East,8830.0,2.25,1
4 BHK  House for Sale in Jahangir Pura Surat,Super Area,3500.0,Resale,Ready to Move,Furnished,East,4857.0,1.7,4
  Plot/Land for Sale in Kamrej Char Rasta Surat,Plot Area,3078.0,Resale,Ready to Move,Unfurnished,East,5000.0,1.53,5
4 BHK Villa for Sale in Adajan Surat,Super Area,2750.0,Resale,Ready to Move,Unfurnished,East,7055.0,1.94,5
"3 BHK Apartment for Sale in Avantis Ofira Peak, Vesu Surat",Super Area,2750.0,New Property,Poss. by Jun '24,Unfurnished,East,5900.0,1.62,7
  Land for Sale in Bardoli Surat,Built Area,291000.0,Resale,Ready to Move,Unfurnished,East,1409.0,41.0,5
"4 BHK Apartment for Sale in Empire Regency, Vesu Surat",Carpet Area,2500.0,Resale,Ready to Move,Furnished,North,5890.0,2.15,10
6 BHK Villa for Sale in Ghod Dod Road Surat,Carpet Area,8500.0,Resale,Ready to Move,Unfurnished,West,19444.0,7.0,5
5 BHK  House for Sale in Nan Pura Surat,Carpet Area,7000.0,Resale,Ready to Move,Semi-Furnished,East,12482.0,2.55,3
  Plot/Land for Sale in Chikuwadi Surat,Plot Area,3915.0,Resale,Ready to Move,Unfurnished,East,11494.0,4.5,5
  Shop for Sale in Althan Surat,Super Area,1218.0,Resale,Ready to Move,Unfurnished,East,18883.0,2.3,5
4 BHK Villa for Sale in Piplod Surat,Super Area,1700.0,Resale,Ready to Move,Unfurnished,East,16765.0,2.85,5
  Shop for Sale in the white house Surat,Super Area,1808.0,Resale,Ready to Move,Unfurnished,East,12445.0,2.25,1
"5 BHK Apartment for Sale in Rajhans Altezza, Vesu Surat",Carpet Area,5900.0,Resale,Ready to Move,Unfurnished,East,6915.0,4.08,8
 Industrial Land for Sale in Kim Surat,Built Area,10.0,Resale,Ready to Move,Unfurnished,East,12500000.0,12.5,5
"3 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,2650.0,Resale,Ready to Move,Unfurnished,North,6000.0,1.59,6
  Office Space for Sale in Majura Gate Surat,Super Area,3000.0,Resale,Ready to Move,Unfurnished,East,6667.0,2.0,1
  Showroom for Sale in Pal Surat,Carpet Area,1900.0,Resale,Ready to Move,Unfurnished,East,5991.0,2.2,2
 Industrial Building for Sale in Surat Surat,Super Area,15600.0,Resale,Ready to Move,Unfurnished,East,3205.0,5.0,5
"4 BHK Apartment for Sale in Harmony, Vesu Surat",Carpet Area,2400.0,Resale,Ready to Move,Furnished,East,6200.0,1.55,9
7 BHK Villa for Sale in Dumas Road Surat,Super Area,7200.0,Resale,Ready to Move,Unfurnished,East,7200.0,5.18,5
4 BHK Villa for Sale in Piplod Surat,Carpet Area,4000.0,Resale,Ready to Move,Unfurnished,East,7800.0,3.51,5
  Office Space for Sale in Lal Darwaja Surat,Carpet Area,996.0,Resale,Ready to Move,Unfurnished,East,8032.0,1.6,5
1 BHK Apartment for Sale in Bhagal Surat,Super Area,2500.0,Resale,Ready to Move,Semi-Furnished,North,10000.0,2.5,1
  Office Space for Sale in Bhatar Road Surat,Super Area,3000.0,Resale,Ready to Move,Unfurnished,East,6033.0,1.81,11
4 BHK Villa for Sale in Vesu Canal Road Surat,Carpet Area,340.0,Resale,Ready to Move,Unfurnished,East,12418.0,3.8,5
1 BHK Apartment for Sale in 395004 Surat,Carpet Area,27646.0,Resale,Ready to Move,Unfurnished,East,9852.0,534.44,3
4 BHK  House for Sale in Katar Gam Surat,Super Area,250.0,Resale,Ready to Move,Furnished,East,22222.0,5.0,2
4 BHK  House for Sale in Athwa Surat,Carpet Area,2340.0,Resale,Ready to Move,Unfurnished,East,19231.0,4.5,2
"4 BHK Apartment for Sale in Happy Astoria, Vesu Surat",Carpet Area,2653.0,New Property,Poss. by Jan '27,Unfurnished,East,6281.0,3.03,7
"4 BHK Villa for Sale in Green Valley Row House, Adajan Surat",Carpet Area,1969.0,Resale,Ready to Move,Unfurnished,East,7500.0,1.8,5
3 BHK  House for Sale in Parvat Patia Surat,Super Area,1300.0,Resale,Ready to Move,Unfurnished,East,15385.0,2.0,3
  Showroom for Sale in Athawa Lines Surat,Super Area,5800.0,Resale,Ready to Move,Unfurnished,East,12009.0,6.96,1
"5 BHK Apartment for Sale in Cellestial Dreams, Vesu Surat",Carpet Area,5000.0,Resale,Ready to Move,Unfurnished,East,7305.0,7.0,6
4 BHK Apartment for Sale in Adajan Gam Surat,Super Area,2950.0,Resale,Ready to Move,Furnished,East,5763.0,1.7,7
4 BHK Builder Floor for Sale in Castello Surat,Super Area,3507.0,New Property,Poss. by Jul '27,Unfurnished,East,5703.0,2.0,1
"5 BHK Apartment for Sale in Nandanvan III, Vesu Surat",Super Area,177.0,Resale,Ready to Move,Furnished,East,9185.0,1.75,12
 Industrial Shed for Sale in Bhatpore Surat,Super Area,709.0,Resale,Ready to Move,Unfurnished,East,7052.0,4.5,5
  Plot/Land for Sale in Vesu Surat,Plot Area,2277.0,Resale,Ready to Move,Unfurnished,East,14273.0,3.25,5
3 BHK  House for Sale in Bardoli Surat,Super Area,2700.0,Resale,Ready to Move,Semi-Furnished,East,7407.0,2.0,2
"  Shop for Sale in Prime Shoppers, Vesu Surat",Carpet Area,912.0,Resale,Ready to Move,Unfurnished,East,21930.0,2.0,1
"3 BHK Apartment for Sale in Pratistha Complex, Ghod Dod Road Surat",Super Area,3050.0,Resale,Ready to Move,Semi-Furnished,South,5000.0,1.52,4
  Land for Sale in Bardoli Surat,Built Area,302400.0,Resale,Ready to Move,Unfurnished,East,397.0,12.0,5
 Industrial Building for Sale in Udhana Surat,Super Area,1280.0,Resale,Ready to Move,Unfurnished,East,15625.0,2.0,5
 Industrial Building for Sale in Kim Surat,Super Area,50000.0,Resale,Ready to Move,Unfurnished,East,1400.0,7.0,5
7 BHK  House for Sale in Parley Point Surat,Super Area,320.0,Resale,Ready to Move,Unfurnished,East,24306.0,7.0,5
"4 BHK Apartment for Sale in Swagat Rasik Villa, Vesu Surat",Carpet Area,2850.0,Resale,Ready to Move,Furnished,East,6510.0,2.5,11
  Shop for Sale in Godadara Surat,Carpet Area,4400.0,New Property,Ready to Move,Unfurnished,East,5682.0,2.5,2
"4 BHK Apartment for Sale in Celebrity Green, Vesu Surat",Carpet Area,3100.0,New Property,Ready to Move,Unfurnished,North,7948.0,2.51,10
"5 BHK Villa for Sale in Gayatri Township, Parvat Patiya Surat",Carpet Area,3300.0,Resale,Ready to Move,Unfurnished,East,4369.0,1.51,5
  Land for Sale in Katar Gam Surat,Built Area,2500.0,Resale,Ready to Move,Unfurnished,East,14200.0,3.55,5
"5 BHK Apartment for Sale in Ravani Dream Palace, Vesu Surat",Carpet Area,5300.0,Resale,Ready to Move,Unfurnished,East,10074.0,2.72,11
4 BHK  House for Sale in Magdalla Surat,Carpet Area,5500.0,Resale,Ready to Move,Furnished,Garden/Park,4700.0,3.25,2
4 BHK  House for Sale in Shanti Sagar Society - Pal Surat,Super Area,2100.0,Resale,Ready to Move,Semi-Furnished,East,7857.0,1.65,2
"4 BHK Apartment for Sale in Rajhans Corazo, Vesu Surat",Super Area,3215.0,Resale,Ready to Move,Unfurnished,East,5910.0,1.9,12
  Plot/Land for Sale in Piplod Surat,Plot Area,4410.0,Resale,Ready to Move,Unfurnished,East,6803.0,3.0,5
  Plot/Land for Sale in Adajan Surat,Plot Area,5400.0,Resale,Ready to Move,Unfurnished,Garden/Park,12222.0,6.6,5
  Office Space for Sale in Khatodra Wadi Surat,Super Area,6000.0,Resale,Ready to Move,Unfurnished,East,8333.0,5.0,5
  Plot/Land for Sale in Sagrampura Surat,Plot Area,1359.0,Resale,Ready to Move,Unfurnished,East,14349.0,1.95,5
4 BHK  House for Sale in Mahidhar Pur Surat,Carpet Area,1000.0,Resale,Ready to Move,Unfurnished,East,50000.0,5.0,4
"5 BHK Apartment for Sale in Aagam Paramount, Vesu Surat",Carpet Area,2400.0,Resale,Ready to Move,Unfurnished,East,5307.0,2.51,13
"4 BHK Apartment for Sale in aventis ofira, Bharthana Surat",Super Area,3882.0,Resale,Ready to Move,Unfurnished,East,7032.0,2.73,5
5 BHK  House for Sale in Katargam Surat,Super Area,268.0,Resale,Ready to Move,Unfurnished,East,8292.0,2.0,3
"5 BHK  House for Sale in Vatsalya Bungalows, Vesu Surat",Super Area,186.0,Resale,Ready to Move,Unfurnished,East,18578.0,3.11,5
8 BHK Villa for Sale in Palsana Surat,Super Area,2700.0,Resale,Ready to Move,Unfurnished,East,7407.0,2.0,5
"4 BHK Apartment for Sale in Samarth Enclave, Vesu Surat",Super Area,3020.0,Resale,Ready to Move,Unfurnished,East,5464.0,1.65,11
 Industrial Land for Sale in Sachin Surat,Built Area,8140.0,Resale,Ready to Move,Unfurnished,East,4607.0,3.75,5
4 BHK Villa for Sale in Varachha Main Road Surat,Carpet Area,3200.0,Resale,Ready to Move,Unfurnished,East,12500.0,4.0,5
"4 BHK Apartment for Sale in Aakash Enjoy, Vesu Surat",Carpet Area,2400.0,Resale,Ready to Move,Furnished,West,6026.0,2.1,6
3 BHK  House for Sale in Jahangir Pura Surat,Carpet Area,900.0,Resale,Ready to Move,Unfurnished,East,17500.0,1.89,1
4 BHK Apartment for Sale in Vesu Surat,Super Area,3780.0,Resale,Ready to Move,Unfurnished,East,5741.0,2.17,5
 Industrial Building for Sale in Udhana Surat,Super Area,1924.0,Resale,Ready to Move,Unfurnished,East,5775.0,10.0,5
4 BHK  House for Sale in Mota Varachha Surat,Super Area,1060.0,Resale,Ready to Move,Furnished,East,18868.0,2.0,3
  Plot/Land for Sale in Daiman Nagar Surat,Plot Area,17100.0,Resale,Ready to Move,Unfurnished,East,906.0,1.55,5
4 BHK Apartment for Sale in Pal Surat,Carpet Area,2154.0,Resale,Ready to Move,Unfurnished,East,6536.0,2.5,4
  Office Space for Sale in Citylight Surat,Super Area,2350.0,Resale,Ready to Move,Unfurnished,East,10638.0,2.5,3
"5 BHK Villa for Sale in Green Valley, Adajan Surat",Carpet Area,1912.0,Resale,Ready to Move,Unfurnished,East,7500.0,1.8,5
5 BHK  House for Sale in All hindu Locality Surat,Super Area,110.0,Resale,Ready to Move,Unfurnished,East,20202.0,2.0,5
4 BHK Apartment for Sale in Vesu Surat,Super Area,3876.0,Resale,Ready to Move,Unfurnished,East,6000.0,2.32,4
"5 BHK Apartment for Sale in Expressions, VIP Road Surat",Super Area,9450.0,New Property,Ready to Move,Unfurnished,East,5291.0,5.0,5
2 BHK  House for Sale in Bhagal Surat,Super Area,2500.0,Resale,Ready to Move,Unfurnished,East,24000.0,6.0,6
"4 BHK Villa for Sale in Aakruti Bungalows, Vesu Surat",Carpet Area,2150.0,Resale,Ready to Move,Unfurnished,West,5380.0,2.69,5
  Office Space for Sale in Nanpura Surat,Super Area,2000.0,Resale,Ready to Move,Unfurnished,East,15000.0,3.0,1
 Industrial Shed for Sale in Khatodra Wadi Surat,Super Area,2200.0,Resale,Ready to Move,Unfurnished,East,27778.0,55.0,5
"4 BHK Apartment for Sale in Celebrity Green, Vesu Surat",Super Area,3124.0,Resale,Ready to Move,Furnished,East,9923.0,3.1,10
"3 BHK Apartment for Sale in Pramukh Vivanta, Vesu Surat",Carpet Area,1430.0,Resale,Ready to Move,Furnished,East,5962.0,1.55,12
